"n","kappa0","type1_error","type2_error"
1000,1.15,0,0
1100,1.15,0,0
1200,1.15,0,0
1300,1.15,0,0
1400,1.15,0,0
1500,1.15,0,0
1600,1.15,0,0
1700,1.15,0,0
1800,1.15,0,0
1900,1.15,0,0
2000,1.15,0,0
2100,1.15,0,0
2200,1.15,0,0
2300,1.15,0,0
2400,1.15,0,0
2500,1.15,0,0
2600,1.15,0,0
2700,1.15,0,0
2800,1.15,0,0
2900,1.15,0,0
3000,1.15,0,0
500,1.16,0.04,0
600,1.16,0,0
700,1.16,0,0
800,1.16,0,0
900,1.16,0,0
1000,1.16,0,0
1100,1.16,0,0
1200,1.16,0,0
1300,1.16,0,0
1400,1.16,0,0
1500,1.16,0,0
1600,1.16,0,0
1700,1.16,0,0
1800,1.16,0,0
1900,1.16,0,0
2000,1.16,0,0
2100,1.16,0,0
2200,1.16,0,0
2300,1.16,0,0
2400,1.16,0,0
2500,1.16,0,0
2600,1.16,0,0
2700,1.16,0,0
2800,1.16,0,0
2900,1.16,0,0
3000,1.16,0,0
500,1.17,0.022,0
600,1.17,0,0
700,1.17,0,0
800,1.17,0,0
900,1.17,0,0
1000,1.17,0,0
1100,1.17,0,0
1200,1.17,0,0
1300,1.17,0,0
1400,1.17,0,0
1500,1.17,0,0
1600,1.17,0,0
1700,1.17,0,0
1800,1.17,0,0
1900,1.17,0,0
2000,1.17,0,0
2100,1.17,0,0
2200,1.17,0,0
2300,1.17,0,0
2400,1.17,0,0
2500,1.17,0,0
2600,1.17,0,0
2700,1.17,0,0
2800,1.17,0,0
2900,1.17,0,0
3000,1.17,0,0
500,1.18,0.007,0
600,1.18,0,0
700,1.18,0,0
800,1.18,0,0
900,1.18,0,0
1000,1.18,0,0
1100,1.18,0,0
1200,1.18,0,0
1300,1.18,0,0
1400,1.18,0,0
1500,1.18,0,0
1600,1.18,0,0
1700,1.18,0,0
1800,1.18,0,0
1900,1.18,0,0
2000,1.18,0,0
2100,1.18,0,0
2200,1.18,0,0
2300,1.18,0,0
2400,1.18,0,0
2500,1.18,0,0
2600,1.18,0,0
2700,1.18,0,0
2800,1.18,0,0
2900,1.18,0,0
3000,1.18,0,0
500,1.19,0.002,0
600,1.19,0,0
700,1.19,0,0
800,1.19,0,0
900,1.19,0,0
1000,1.19,0,0
1100,1.19,0,0
1200,1.19,0,0
1300,1.19,0,0
1400,1.19,0,0
1500,1.19,0,0
1600,1.19,0,0
1700,1.19,0,0
1800,1.19,0,0
1900,1.19,0,0
2000,1.19,0,0
2100,1.19,0,0
2200,1.19,0,0
2300,1.19,0,0
2400,1.19,0,0
2500,1.19,0,0
2600,1.19,0,0
2700,1.19,0,0
2800,1.19,0,0
2900,1.19,0,0
3000,1.19,0,0
500,1.2,0,0
600,1.2,0,0
700,1.2,0,0
800,1.2,0,0
900,1.2,0,0
1000,1.2,0,0
1100,1.2,0,0
1200,1.2,0,0
1300,1.2,0,0
1400,1.2,0,0
1500,1.2,0,0
1600,1.2,0,0
1700,1.2,0,0
1800,1.2,0,0
1900,1.2,0,0
2000,1.2,0,0
2100,1.2,0,0
2200,1.2,0,0
2300,1.2,0,0
2400,1.2,0,0
2500,1.2,0,0
2600,1.2,0,0
2700,1.2,0,0
2800,1.2,0,0
2900,1.2,0,0
3000,1.2,0,0
